Table ID,Table Title,Table Universe,5 Year Geography Restrictions (with Summary Levels in Parentheses)
B29003,"CITIZEN, VOTING-AGE POPULATION BY POVERTY STATUS",Universe: Citizens 18 years and over for whom poverty status is determined,"United States (010), State (040), County (050), Census Tract (140), Block Group (150), Place (160), Congressional District (500), State Legislative District Upper (610), State Legislative District Lower (620)"
B29004,"MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2020 INFLATION-ADJUSTED DOLLARS)","Universe: Households with a citizen, voting-age householder","United States (010), State (040), County (050), Census Tract (140), Block Group (150), Place (160), Congressional District (500), State Legislative District Upper (610), State Legislative District Lower (620)"
B98001,UNWEIGHTED HOUSING UNIT SAMPLE,Universe: Housing Units,"United States (010), State (040), County (050), Place (160)"
B98002,UNWEIGHTED GROUP QUARTERS POPULATION SAMPLE ,Universe: Population in Group Quarters,"United States (010), State (040)"
B98003,UNWEIGHTED TOTAL POPULATION SAMPLE,Universe: Total population,"United States (010), State (040), County (050), Place (160)"
B98011,HOUSING UNIT COVERAGE RATE ,Universe: Housing Units,"United States (010), State (040); excludes Puerto Rico"
B98012,TOTAL POPULATION COVERAGE RATE BY SEX ,Universe: Total Population,"United States (010), State (040)"
B98013,TOTAL POPULATION COVERAGE RATE BY WEIGHTING RACE AND HISPANIC OR LATINO GROUPS ,Universe: Total Population,United States (010)
B98014,GROUP QUARTERS POPULATION COVERAGE RATE ,Universe: Population in Group Quarters,United States (010)
B98021,HOUSING UNIT RESPONSE AND NONRESPONSE RATES WITH REASONS FOR NONINTERVIEWS,Universe: Housing Units,"United States (010), State (040), County (050)"
B98022,GROUP QUARTERS POPULATION RESPONSE AND NONRESPONSE RATES WITH REASONS FOR NONINTERVIEWS ,Universe: Population in Group Quarters,"United States (010), State (040)"
B98031,OVERALL PERSON CHARACTERISTIC ALLOCATION RATE,Universe: Total Population,"United States (010), State (040), County (050)"
B98032,OVERALL HOUSING UNIT CHARACTERISTIC ALLOCATION RATE,Universe: Housing Units,"United States (010), State (040), County (050)"
B99011,ALLOCATION OF SEX,Universe: Total population,Excludes Place/Remainder (070)
B99012,ALLOCATION OF AGE,Universe: Total population,Excludes Place/Remainder (070)
B99021,ALLOCATION OF RACE,Universe: Total population,Excludes Place/Remainder (070)
B99031,ALLOCATION OF HISPANIC OR LATINO ORIGIN,Universe: Total population,Excludes Place/Remainder (070)
B99051,ALLOCATION OF CITIZENSHIP STATUS,Universe: Total population,Excludes Place/Remainder (070)
B99052,ALLOCATION OF YEAR OF ENTRY,Universe: Population born outside the United States,Excludes Place/Remainder (070) and Puerto Rico
B99052PR,ALLOCATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO,Universe: Population born outside Puerto Rico,Excludes Place/Remainder (070); Puerto Rico only
B99053,ALLOCATION OF YEAR OF NATURALIZATION,Universe: Naturalized citizen population,Excludes Place/Remainder (070)
B99061,ALLOCATION OF PLACE OF BIRTH,Universe: Total population,Excludes Place/Remainder (070)
B99071,ALLOCATION OF MOBILITY STATUS FOR THE POPULATION 1 YEAR AND OVER,Universe: Population 1 year and over,Excludes Place/Remainder (070)
B99072,ALLOCATION OF RESIDENCE 1 YEAR AGO FOR THE POPULATION 1 YEAR AND OVER,Universe: Population 1 year and over,Excludes Place/Remainder (070)
B99080,ALLOCATION OF MEANS OF TRANSPORTATION TO WORK,Universe: Workers 16 years and over,Excludes Place/Remainder (070)
B99081,ALLOCATION OF PLACE OF WORK,Universe: Workers 16 years and over,Excludes Place/Remainder (070)
B99082,ALLOCATION OF PRIVATE VEHICLE OCCUPANCY,Universe: Workers 16 years and over,Excludes Place/Remainder (070)
B99083,ALLOCATION OF TIME OF DEPARTURE TO GO TO WORK,Universe: Workers 16 years and over,Excludes Place/Remainder (070)
B99084,ALLOCATION OF TRAVEL TIME TO WORK,Universe: Workers 16 years and over,Excludes Place/Remainder (070)
B99085,ALLOCATION OF VEHICLES AVAILABLE FOR WORKERS,Universe: Workers 16 years and over in households,"Excludes Block Group (150,258,293,294)"
B99086,ALLOCATION OF MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY,Universe: Workers 16 years and over,Workplace geography excluding: Place/Remainder (070) and County within Place (155)
B99087,ALLOCATION OF TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY,Universe: Workers 16 years and over,Workplace geography excluding: Place/Remainder (070) and County within Place (155)
B99088,ALLOCATION OF TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY,Universe: Workers 16 years and over,Workplace geography excluding: Place/Remainder (070) and County within Place (155)
B99089,ALLOCATION OF VEHICLES AVAILABLE FOR WORKERS FOR WORKPLACE GEOGRAPHY,Universe: Workers 16 years and over in households,Workplace geography excluding: Place/Remainder (070) and County within Place (155)
B99092,ALLOCATION OF RELATIONSHIP,Universe: Population in households,Excludes Place/Remainder (070)
B99102,ALLOCATION OF GRANDPARENTS LIVING WITH GRANDCHILDREN UNDER 18 YEARS,Universe: Population 30 years and over,Excludes Place/Remainder (070)
B99103,ALLOCATION OF GRANDPARENTS RESPONSIBLE FOR GRANDCHILDREN UNDER 18 YEARS,Universe: Grandparents living with own grandchildren under 18 years,Excludes Place/Remainder (070)
B99104,ALLOCATION OF LENGTH OF TIME GRANDPARENT RESPONSIBLE FOR OWN GRANDCHILDREN UNDER 18 YEARS FOR THE POPULATION 30 YEARS AND OVER,Universe: Population 30 years and over,Excludes Place/Remainder (070)
B99121,ALLOCATION OF MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,Universe: Population 15 years and over,Excludes Place/Remainder (070)
B99122,ALLOCATION OF DIVORCED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER,Universe: Population 15 years and over,"Excludes Block Group (150,258,293,294)"
B99123,ALLOCATION OF MARRIED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER,Universe: Population 15 years and over,"Excludes Block Group (150,258,293,294)"
B99124,ALLOCATION OF WIDOWED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER,Universe: Population 15 years and over,"Excludes Block Group (150,258,293,294)"
B99125,ALLOCATION OF TIMES MARRIED FOR THE POPULATION 15 YEARS AND OVER,Universe: Population 15 years and over,"Excludes Block Group (150,258,293,294)"
B99126,ALLOCATION OF YEAR LAST MARRIED FOR THE POPULATION 15 YEARS AND OVER,Universe: Population 15 years and over,"Excludes Block Group (150,258,293,294)"
B99131,ALLOCATION OF MARITAL STATUS FOR FEMALES 15 TO 50 YEARS,Universe: Women 15 to 50 years,"Excludes Block Group (150,258,293,294)"
B99132,ALLOCATION OF FERTILITY OF WOMEN 15 TO 50 YEARS ,Universe: Women 15 to 50 years,"Excludes Block Group (150,258,293,294)"
B99141,ALLOCATION OF SCHOOL ENROLLMENT FOR THE POPULATION 3 YEARS AND OVER,Universe: Population 3 years and over,Excludes Place/Remainder (070)
B99142,ALLOCATION OF GRADE ENROLLED FOR THE POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL,Universe: Population 3 years and over enrolled in school,Excludes Place/Remainder (070)
B99151,ALLOCATION OF EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,Universe: Population 25 years and over,Excludes Place/Remainder (070)
B99152,ALLOCATION OF FIELD OF DEGREE FOR POPULATION 25 YEARS AND OVER,Universe: Population 25 years and over with a Bachelor's degree or higher attainment,Excludes Place/Remainder (070)
B99161,ALLOCATION OF LANGUAGE STATUS FOR THE POPULATION 5 YEARS AND OVER,Universe: Population 5 years and over,Excludes Place/Remainder (070)
B99162,ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER,Universe: Population 5 years and over,Excludes Place/Remainder (070)
B99163,ALLOCATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,Universe: Population 5 years and over,Excludes Place/Remainder (070)
B99171,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS,Universe: Unrelated individuals 15 years and over for whom poverty status is determined,Excludes Place/Remainder (070)
B99172,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES,Universe: Families,Excludes Place/Remainder (070)
B99181,ALLOCATION OF DISABILITY ITEMS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION ,Universe: Civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B99182,ALLOCATION OF HEARING DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION ,Universe: Civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B99183,ALLOCATION OF VISION DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION ,Universe: Civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B99184,ALLOCATION OF COGNITIVE DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER,Universe: Civilian noninstitutionalized population 5 years and over,"Excludes Block Group (150,258,293,294)"
B99185,ALLOCATION OF AMBULATORY DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER,Universe: Civilian noninstitutionalized population 5 years and over,"Excludes Block Group (150,258,293,294)"
B99186,ALLOCATION OF SELF-CARE DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER,Universe: Civilian noninstitutionalized population 5 years and over,"Excludes Block Group (150,258,293,294)"
B99187,AGE BY ALLOCATION OF INDEPENDENT LIVING DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 15 YEARS AND OVER,Universe: Civilian noninstitutionalized population 15 years and over,"Excludes Block Group (150,258,293,294)"
B99191,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED,Universe: Population 15 years and over,Excludes Place/Remainder (070)
B99192,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED,Universe: Households,Excludes Place/Remainder (070)
B99193,ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED,Universe: Families,Excludes Place/Remainder (070)
B99194,ALLOCATION OF NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED,Universe: Nonfamily households,Excludes Place/Remainder (070)
B99201,ALLOCATION OF EARNINGS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER - PERCENT OF EARNINGS ALLOCATED,Universe: Population 16 years and over,Excludes Place/Remainder (070)
B99211,ALLOCATION OF VETERAN STATUS FOR THE POPULATION 18 YEARS AND OVER,Universe: Population 18 years and over,Excludes Place/Remainder (070)
B99212,ALLOCATION OF PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER,Universe: Civilian veterans 18 years and over,Excludes Place/Remainder (070)
B99221,ALLOCATION OF FOOD STAMPS/SNAP RECEIPT,Universe: Households,"Excludes Block Group (150,258,293,294)"
B99231,ALLOCATION OF EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,Universe: Population 16 years and over,Excludes Place/Remainder (070)
B99232,ALLOCATION OF WORK STATUS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER,Universe: Population 16 years and over,Excludes Place/Remainder (070)
B99233,ALLOCATION OF USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER,Universe: Population 16 years and over,Excludes Place/Remainder (070)
B99234,ALLOCATION OF WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER,Universe: Population 16 years and over,Excludes Place/Remainder (070)
B99241,ALLOCATION OF INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Universe: Civilian employed population 16 years and over,Excludes Place/Remainder (070)
B99242,ALLOCATION OF OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Universe: Civilian employed population 16 years and over,Excludes Place/Remainder (070)
B99243,ALLOCATION OF CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Universe: Civilian employed population 16 years and over,Excludes Place/Remainder (070)
B99244,"ALLOCATION OF INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","Universe: Full-time, year-round civilian employed population 16 years and over","Excludes Block Group (150,258,293,294)"
B99245,"ALLOCATION OF OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","Universe: Full-time, year-round civilian employed population 16 years and over","Excludes Block Group (150,258,293,294)"
B99246,"ALLOCATION OF CLASS OF WORKER FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","Universe: Full-time, year-round civilian employed population 16 years and over","Excludes Block Group (150,258,293,294)"
B99252,ALLOCATION OF TENURE,Universe: Occupied housing units,Excludes Place/Remainder (070)
B99253,ALLOCATION OF VACANCY STATUS,Universe: Vacant housing units,Excludes Place/Remainder (070)
B99254,ALLOCATION OF ROOMS,Universe: Housing units,Excludes Place/Remainder (070)
B99255,ALLOCATION OF UNITS IN STRUCTURE,Universe: Housing units,Excludes Place/Remainder (070)
B99256,ALLOCATION OF YEAR STRUCTURE BUILT,Universe: Housing units,Excludes Place/Remainder (070)
B99257,ALLOCATION OF YEAR HOUSEHOLDER MOVED INTO UNIT,Universe: Occupied housing units,Excludes Place/Remainder (070)
B99258,ALLOCATION OF BEDROOMS,Universe: Housing units,Excludes Place/Remainder (070)
B99259,ALLOCATION OF PLUMBING FACILITIES,Universe: Housing units,Excludes Place/Remainder (070)
B992510,ALLOCATION OF KITCHEN FACILITIES,Universe: Housing units,Excludes Place/Remainder (070)
B992511,ALLOCATION OF HOUSE HEATING FUEL,Universe: Occupied housing units,Excludes Place/Remainder (070)
B992512,ALLOCATION OF VEHICLES AVAILABLE,Universe: Occupied housing units,Excludes Place/Remainder (070)
B992513,ALLOCATION OF TELEPHONE SERVICE AVAILABLE,Universe: Occupied housing units,Excludes Place/Remainder (070)
B992514,ALLOCATION OF MEALS INCLUDED IN RENT,Universe: Renter-occupied housing units paying cash rent,Excludes Place/Remainder (070)
B992515,ALLOCATION OF CONTRACT RENT,Universe: Renter-occupied housing units,Excludes Place/Remainder (070)
B992516,ALLOCATION OF RENT ASKED,"Universe: Vacant-for-rent and rented, not occupied housing units",Excludes Place/Remainder (070)
B992518,ALLOCATION OF GROSS RENT,Universe: Renter-occupied housing units,Excludes Place/Remainder (070)
B992519,ALLOCATION OF VALUE,Universe: Owner-occupied housing units,Excludes Place/Remainder (070)
B992520,ALLOCATION OF PRICE ASKED,"Universe: Vacant-for-sale-only and sold, not occupied housing units",Excludes Place/Remainder (070)
B992521,ALLOCATION OF MORTGAGE STATUS,Universe: Owner-occupied housing units,Excludes Place/Remainder (070)
B992522,ALLOCATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS,Universe: Owner-occupied housing units,Excludes Place/Remainder (070)
B992523,ALLOCATION OF SELECTED MONTHLY OWNER COSTS FOR OWNER-OCCUPIED HOUSING UNITS,Universe: Owner-occupied housing units,"Excludes Block Group (150,258,293,294)"
B992701,ALLOCATION OF HEALTH INSURANCE COVERAGE,Universe: Civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B992702,ALLOCATION OF PRIVATE HEALTH INSURANCE,Universe: Civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B992703,ALLOCATION OF PUBLIC HEALTH INSURANCE,Universe: Civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B992704,ALLOCATION OF EMPLOYER-BASED HEALTH INSURANCE,Universe: Civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B992705,ALLOCATION OF DIRECT-PURCHASE HEALTH INSURANCE,Universe: Civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B992706,ALLOCATION OF MEDICARE COVERAGE,Universe: Civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B992707,ALLOCATION OF MEDICAID/MEANS-TESTED PUBLIC COVERAGE,Universe: Civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B992708,ALLOCATION OF TRICARE/MILITARY HEALTH COVERAGE,Universe: Civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B992709,ALLOCATION OF VA HEALTH CARE,Universe: Civilian noninstitutionalized population,"Excludes Block Group (150,258,293,294)"
B99281,ALLOCATION OF HOUSEHOLD INTERNET ACCESS,Universe: Households,Excludes Place/Remainder (070)
B99282,ALLOCATION OF HOUSEHOLD COMPUTER TYPE,Universe: Households,Excludes Place/Remainder (070)
B99283,ALLOCATION OF HOUSEHOLD INTERNET SUBSCRIPTION TYPE,Universe: Households,Excludes Place/Remainder (070)
CP02,COMPARATIVE SOCIAL CHARACTERISTICS IN THE UNITED STATES,,Excludes Place/Remainder (070) and Puerto Rico
CP02PR,COMPARATIVE SOCIAL CHARACTERISTICS IN PUERTO RICO,,Excludes Place/Remainder (070); Puerto Rico only
CP03,COMPARATIVE ECONOMIC CHARACTERISTICS,,Excludes Place/Remainder (070)
CP04,COMPARATIVE HOUSING CHARACTERISTICS,,Excludes Place/Remainder (070)
CP05,COMPARATIVE DEMOGRAPHIC ESTIMATES,,Excludes Place/Remainder (070)
DP02,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,,Excludes Place/Remainder (070) and Puerto Rico
DP02PR,SELECTED SOCIAL CHARACTERISTICS IN PUERTO RICO,,Excludes Place/Remainder (070); Puerto Rico only
DP03,SELECTED ECONOMIC CHARACTERISTICS,,Excludes Place/Remainder (070)
DP04,SELECTED HOUSING CHARACTERISTICS,,Excludes Place/Remainder (070)
DP05,ACS DEMOGRAPHIC AND HOUSING ESTIMATES,,Excludes Place/Remainder (070)
S0101,AGE AND SEX,,Excludes Place/Remainder (070)
S0102,POPULATION 60 YEARS AND OVER IN THE UNITED STATES,,Excludes Place/Remainder (070) and Puerto Rico
S0102PR,POPULATION 60 YEARS AND OVER IN PUERTO RICO,,Excludes Place/Remainder (070); Puerto Rico only
S0103,POPULATION 65 YEARS AND OVER IN THE UNITED STATES,,Excludes Place/Remainder (070) and Puerto Rico
S0103PR,POPULATION 65 YEARS AND OVER IN PUERTO RICO,,Excludes Place/Remainder (070); Puerto Rico only
S0201,SELECTED POPULATION PROFILE IN THE UNITED STATES,,Excludes Puerto Rico
S0201PR,SELECTED POPULATION PROFILE IN PUERTO RICO,,Puerto Rico only
S0501,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,,Excludes Place/Remainder (070)
S0502,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,,Excludes Place/Remainder (070) and Puerto Rico
S0502PR,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO,,Excludes Place/Remainder (070); Puerto Rico only
